Image name,Animal,Cityscape,Human,Indoor scene,Landscape,Night scene,Plant,Still-life,Others
02512.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
02513.jpg,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0
02514.jpg,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0
02515.jpg,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
02516.jpg,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
02517.jpg,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0
02518.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
02519.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
02520.jpg,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
02521.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02522.jpg,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
02523.jpg,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0
02524.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
02525.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
02526.jpg,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0
02527.jpg,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0
02528.jpg,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0
02529.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
02530.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02531.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
02532.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02533.jpg,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0
02534.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
02535.jpg,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02536.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02537.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
02538.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
02539.jpg,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
02540.jpg,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0
02541.jpg,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0
02542.jpg,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0
02543.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
02544.jpg,0.0,0.0,0.0,0.25,0.0,0.0,0.25,0.25,0.25
02545.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
02546.jpg,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0
02547.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
02548.jpg,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
02549.jpg,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0
02550.jpg,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
02551.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
02552.jpg,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0
02553.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02554.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
02555.jpg,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
02556.jpg,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0
02557.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02558.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02559.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02560.jpg,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
02561.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02562.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02563.jpg,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
02564.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
02565.jpg,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0
02566.jpg,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
02567.jpg,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
02568.jpg,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0
02569.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0
02570.jpg,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0
02571.jpg,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
02572.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02573.jpg,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5
02574.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
02575.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
02576.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
02577.jpg,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
02578.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
02579.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
02580.jpg,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0
02581.jpg,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0
02582.jpg,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
02583.jpg,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
02584.jpg,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
02585.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
02586.jpg,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
02587.jpg,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0
02588.jpg,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0
02589.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
02590.jpg,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0
02591.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02592.jpg,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
02593.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
02594.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
02595.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02596.jpg,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
02597.jpg,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0
02598.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02599.jpg,0.0,0.333333,0.333333,0.0,0.0,0.0,0.0,0.333333,0.0
02600.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02601.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
02602.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
02603.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
02604.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
02605.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02606.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
02607.jpg,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
02608.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
02609.jpg,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
02610.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02611.jpg,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
02612.jpg,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0
02613.jpg,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
02614.jpg,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
02615.jpg,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
02616.jpg,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
02617.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
02618.jpg,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
02619.jpg,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
02620.jpg,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
02621.jpg,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
02622.jpg,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
02623.jpg,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
02624.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02625.jpg,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0
02626.jpg,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
02627.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
02628.jpg,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
02629.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02630.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
02631.jpg,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0
02632.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
02633.jpg,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0
02634.jpg,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
02635.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
02636.jpg,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0
02637.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
02638.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02639.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
02640.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
02641.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
02642.jpg,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02643.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02644.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02645.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
02646.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
02647.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
02648.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02649.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
02650.jpg,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5
02651.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02652.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
02653.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
02654.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
02655.jpg,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
02656.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02657.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
02658.jpg,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
02659.jpg,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5
02660.jpg,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0
02661.jpg,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0
02662.jpg,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0
02663.jpg,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0
02664.jpg,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
02665.jpg,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
02666.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02667.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
02668.jpg,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0
02669.jpg,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
02670.jpg,0.0,0.333333,0.333333,0.0,0.333333,0.0,0.0,0.0,0.0
02671.jpg,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
02672.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
02673.jpg,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
02674.jpg,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02675.jpg,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
02676.jpg,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0
02677.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02678.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
02679.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02680.jpg,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
02681.jpg,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
02682.jpg,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0
02683.jpg,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
02684.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0
02685.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
02686.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
02687.jpg,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
02688.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02689.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02690.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02691.jpg,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
02692.jpg,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
02693.jpg,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0
02694.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02695.jpg,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
02696.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02697.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02698.jpg,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0
02699.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
02700.jpg,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
02701.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
02702.jpg,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0
02703.jpg,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
02704.jpg,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5
02705.jpg,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
02706.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
02707.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02708.jpg,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0
02709.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
02710.jpg,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
02711.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
02712.jpg,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
02713.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
02714.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
02715.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02716.jpg,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
02717.jpg,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0
02718.jpg,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
02719.jpg,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
02720.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02721.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
02722.jpg,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0
02723.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
02724.jpg,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02725.jpg,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0
02726.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
02727.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02728.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02729.jpg,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0
02730.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
02731.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02732.jpg,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
02733.jpg,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0
02734.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
02735.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02736.jpg,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0
02737.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
02738.jpg,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
02739.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
02740.jpg,0.0,0.333333,0.333333,0.0,0.333333,0.0,0.0,0.0,0.0
02741.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02742.jpg,0.0,0.0,0.0,0.333333,0.0,0.0,0.333333,0.333333,0.0
02743.jpg,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
02744.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
02745.jpg,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0
02746.jpg,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
02747.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
02748.jpg,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
02749.jpg,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0
02750.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
02751.jpg,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
02752.jpg,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0
02753.jpg,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0
02754.jpg,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
02755.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
02756.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
02757.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
02758.jpg,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
02759.jpg,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0
02760.jpg,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
02761.jpg,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
02762.jpg,0.0,0.333333,0.333333,0.0,0.333333,0.0,0.0,0.0,0.0
02763.jpg,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0
02764.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02765.jpg,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
02766.jpg,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
02767.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02768.jpg,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
02769.jpg,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
02770.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
02771.jpg,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
02772.jpg,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
02773.jpg,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
02774.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02775.jpg,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0
02776.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
02777.jpg,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
02778.jpg,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
02779.jpg,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5
02780.jpg,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
02781.jpg,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0
02782.jpg,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
02783.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
02784.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
02785.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
02786.jpg,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0
02787.jpg,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
02788.jpg,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0
02789.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
02790.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02791.jpg,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
02792.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
02793.jpg,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
02794.jpg,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
02795.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02796.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
02797.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
02798.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
02799.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
02800.jpg,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
02801.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
02802.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
02803.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02804.jpg,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
02805.jpg,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
02806.jpg,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0
02807.jpg,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0
02808.jpg,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
02809.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02810.jpg,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
02811.jpg,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
02812.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
02813.jpg,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
02814.jpg,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
02815.jpg,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0
02816.jpg,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
02817.jpg,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0
02818.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02819.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02820.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02821.jpg,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
02822.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
02823.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02824.jpg,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0
02825.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02826.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02827.jpg,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
02828.jpg,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
02829.jpg,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
02830.jpg,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0
02831.jpg,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0
02832.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02833.jpg,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0
02834.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
02835.jpg,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0
