Image name,Focal length,F-number,Exposure time,ISO,Brightness,Flash,Time,Unnamed: 8
01297.jpg,3.5,2.0,0.1,249,0.0,0,-1.0,0.0
01298.jpg,3.99,1.8,0.058824,50,1.701991,0,-1.0,0.0
01299.jpg,3.82,2.6,0.01,200,0.0,0,0.866025,-0.5
01300.jpg,4.225,2.0,0.001364,100,0.0,0,-0.866025,-0.5
01301.jpg,3.7,1.9,0.01,80,0.0,0,-0.5,-0.866025
01302.jpg,4.225,2.0,0.001046,100,0.0,0,-0.866025,-0.5
01303.jpg,3.7,2.2,0.010002,214,0.0,0,-0.866025,-0.5
01304.jpg,3.83,2.2,0.033333,115,0.0,0,-0.866025,-0.5
01305.jpg,3.99,1.8,0.02,25,5.175221,0,-0.866025,-0.5
01306.jpg,3.83,2.2,0.083134,4133,0.0,0,-0.965926,-0.258819
01307.jpg,4.8,2.2,0.002469,40,7.35,0,-0.258819,-0.965926
01308.jpg,3.46,2.2,0.01,100,0.0,0,-0.707107,-0.707107
01309.jpg,3.5,2.0,0.003271,42,0.0,0,-0.5,-0.866025
01310.jpg,3.66,2.2,0.03003,300,0.0,0,-1.0,0.0
01311.jpg,3.66,2.2,0.003184,50,0.0,0,-0.5,-0.866025
01312.jpg,3.5,2.0,0.059996,57,0.0,0,0.707107,-0.707107
01313.jpg,3.95,1.8,6.3e-05,77,10.37,0,-0.707107,-0.707107
01314.jpg,3.7,2.2,0.005491,112,0.0,0,-0.707107,-0.707107
01315.jpg,3.66,2.2,0.004014,50,0.0,0,-0.707107,-0.707107
01316.jpg,3.83,2.2,0.070004,1550,0.0,0,-0.965926,-0.258819
01317.jpg,4.5,2.2,0.008094,50,0.0,0,-0.5,-0.866025
01318.jpg,4.5,2.2,0.000128,50,0.0,0,-0.5,-0.866025
01319.jpg,4.26,2.0,0.04,320,3.0,0,-0.965926,0.258819
01320.jpg,3.82,1.8,0.058824,1250,0.0,0,-0.866025,-0.5
01321.jpg,3.79,2.0,0.000628,50,0.0,0,-0.258819,-0.965926
01322.jpg,3.83,2.2,0.033333,179,0.0,0,-0.5,-0.866025
01323.jpg,3.83,2.2,0.060002,767,0.0,0,-0.258819,0.965926
01324.jpg,4.15,2.2,0.030303,200,1.850617,0,0.5,-0.866025
01325.jpg,4.04,2.0,0.05,800,3.0,0,-0.866025,-0.5
01326.jpg,4.15,2.2,0.02,32,5.228422,0,-0.707107,-0.707107
01327.jpg,4.5,2.2,0.003591,50,0.0,0,-0.707107,-0.707107
01328.jpg,3.46,2.2,0.00051,100,0.0,0,-0.258819,-0.965926
01329.jpg,3.66,2.2,0.05988,1752,0.0,0,-0.707107,-0.707107
01330.jpg,3.66,2.2,0.03003,106,0.0,0,0.5,-0.866025
01331.jpg,3.5,2.2,0.033337,160,0.0,0,0.707107,-0.707107
01332.jpg,3.83,2.2,0.016667,1250,0.0,0,0.0,-1.0
01333.jpg,4.15,2.2,0.01,32,8.724782,0,-0.5,-0.866025
01334.jpg,3.99,1.8,0.058824,320,0.10103,0,-0.965926,-0.258819
01335.jpg,3.79,2.0,0.000763,100,0.0,0,-0.5,-0.866025
01336.jpg,2.93,2.2,0.000698,101,0.0,1,-0.258819,-0.965926
01337.jpg,3.5,2.0,0.000811,40,0.0,0,0.707107,-0.707107
01338.jpg,3.82,1.8,0.006849,100,3.66,0,0.5,-0.866025
01339.jpg,3.83,1.8,0.016667,200,0.0,0,-0.5,-0.866025
01340.jpg,3.7,1.9,0.071429,400,0.0,0,-0.707107,-0.707107
01341.jpg,3.5,2.2,0.060003,1600,0.0,0,-1.0,0.0
01342.jpg,4.5,2.2,0.008333,80,0.0,0,-0.707107,-0.707107
01343.jpg,4.15,2.2,0.009009,32,8.912316,0,-0.707107,-0.707107
01344.jpg,3.46,2.2,0.01,100,0.0,0,0.258819,-0.965926
01345.jpg,4.04,2.0,0.058824,2000,3.0,0,-0.965926,0.258819
01346.jpg,3.5,2.0,0.03,50,0.0,0,-0.965926,-0.258819
01347.jpg,4.15,2.2,0.001163,32,7.491254,0,-0.5,-0.866025
01348.jpg,3.5,2.0,0.00049,800,0.0,0,0.707107,-0.707107
01349.jpg,3.95,1.6,0.006909,50,0.0,0,0.707107,-0.707107
01350.jpg,3.7,2.2,0.008331,112,0.0,0,-0.707107,-0.707107
01351.jpg,4.04,2.0,0.058824,4600,3.0,0,-0.965926,0.258819
01352.jpg,3.84,2.2,0.01,100,0.0,0,-0.965926,-0.258819
01353.jpg,3.79,2.0,0.008333,120,0.0,0,-0.5,-0.866025
01354.jpg,3.79,2.0,0.009524,100,0.0,0,-0.258819,-0.965926
01355.jpg,4.15,2.2,0.006579,25,6.805118,0,-0.866025,-0.5
01356.jpg,3.79,2.0,0.00091,103,0.0,0,-0.5,-0.866025
01357.jpg,4.2,1.7,0.01,100,3.06,0,-1.0,0.0
01358.jpg,3.95,1.6,0.02,125,0.0,0,-0.965926,-0.258819
01359.jpg,3.82,1.8,0.009091,160,0.0,0,-0.965926,-0.258819
01360.jpg,3.5,2.0,0.100001,417,0.0,0,0.707107,-0.707107
01361.jpg,3.5,2.4,0.079994,805,0.0,0,-0.707107,0.707107
01362.jpg,3.82,1.8,0.00013,200,0.0,0,0.707107,-0.707107
01363.jpg,4.5,2.2,0.005365,50,0.0,0,-0.707107,-0.707107
01364.jpg,3.83,2.2,0.07,640,0.0,0,0.707107,-0.707107
01365.jpg,3.5,2.2,0.001353,50,0.0,0,-0.707107,-0.707107
01366.jpg,4.6,2.2,0.0002,50,0.0,0,-0.5,-0.866025
01367.jpg,4.15,2.2,0.007246,32,7.702003,0,-0.707107,-0.707107
01368.jpg,4.36,1.8,0.000579,50,0.0,0,-0.707107,-0.707107
01369.jpg,3.5,2.0,0.00049,800,0.0,0,0.707107,-0.707107
01370.jpg,4.5,2.2,0.01,80,0.0,0,-0.707107,-0.707107
01371.jpg,3.66,2.2,0.01,52,0.0,0,-0.707107,-0.707107
01372.jpg,4.5,2.2,0.06,640,0.0,0,-0.866025,0.5
01373.jpg,3.83,1.8,0.000488,50,0.0,0,0.258819,-0.965926
01374.jpg,4.5,2.0,0.000412,101,0.0,0,0.5,-0.866025
01375.jpg,4.36,2.2,0.00995,100,0.0,0,0.5,-0.866025
01376.jpg,3.82,1.8,0.02,400,0.0,0,-0.866025,-0.5
01377.jpg,3.5,2.2,0.050005,1250,0.0,0,-0.258819,-0.965926
01378.jpg,3.7,2.2,0.008331,182,0.0,0,-0.707107,-0.707107
01379.jpg,4.15,2.2,0.003953,25,7.719044,0,-0.707107,-0.707107
01380.jpg,4.8,2.2,0.008403,100,4.12,0,1.0,0.0
01381.jpg,3.82,1.8,0.02,125,2.24,0,-1.0,0.0
01382.jpg,4.5,2.2,0.01,200,0.0,0,0.258819,-0.965926
01383.jpg,2.93,2.2,0.000501,101,0.0,0,0.5,-0.866025
01384.jpg,3.79,2.0,0.000394,50,0.0,0,0.707107,-0.707107
01385.jpg,3.95,1.8,0.000396,50,8.98,0,0.0,-1.0
01386.jpg,4.15,2.2,0.01,25,6.86403,0,-0.707107,-0.707107
01387.jpg,3.5,2.4,0.040004,219,0.0,0,-0.866025,0.5
01388.jpg,4.04,2.0,0.058824,4600,3.0,0,-0.965926,0.258819
01389.jpg,3.66,2.2,0.002365,50,0.0,0,-0.5,-0.866025
01390.jpg,3.66,2.2,0.03003,275,0.0,0,-0.866025,-0.5
01391.jpg,3.7,2.2,0.069997,3236,0.0,0,-0.866025,0.5
01392.jpg,4.04,2.0,0.058824,4600,0.0,0,0.0,1.0
01393.jpg,3.83,2.2,0.016667,113,0.0,0,-0.707107,-0.707107
01394.jpg,3.95,2.2,0.02,80,0.0,0,0.0,-1.0
01395.jpg,4.2,1.7,0.030303,640,-1.17,0,-1.0,0.0
01396.jpg,4.5,2.2,0.04,320,0.0,0,-1.0,0.0
01397.jpg,3.99,1.8,0.058824,50,2.178479,0,-1.0,0.0
01398.jpg,3.5,2.2,0.029996,800,0.0,0,-1.0,0.0
01399.jpg,4.15,2.2,0.030303,160,0.347202,0,-0.258819,-0.965926
01400.jpg,4.5,2.0,0.004,200,0.0,0,0.5,-0.866025
01401.jpg,2.93,2.2,0.030303,123,0.0,0,0.5,-0.866025
01402.jpg,4.1,1.7,0.004808,42,0.0,0,0.258819,-0.965926
01403.jpg,3.83,2.2,0.033333,289,0.0,0,-1.0,0.0
01404.jpg,3.5,2.2,0.009999,100,0.0,0,-0.707107,-0.707107
01405.jpg,3.79,2.0,0.02,54,0.0,0,0.5,-0.866025
01406.jpg,4.15,2.2,0.030303,32,4.729612,0,-0.866025,-0.5
01407.jpg,3.82,1.8,0.009434,100,3.49,0,-0.866025,-0.5
01408.jpg,3.5,2.0,0.03,50,0.0,1,-0.5,-0.866025
01409.jpg,2.93,2.2,0.030303,123,0.0,0,0.707107,-0.707107
01410.jpg,3.95,1.8,0.000407,50,9.16,0,0.0,-1.0
01411.jpg,4.6,2.2,0.00375,50,0.0,0,-0.707107,-0.707107
01412.jpg,4.15,2.2,0.01,25,6.338766,0,-0.866025,-0.5
01413.jpg,4.2,1.7,0.003497,50,5.55,0,-0.707107,-0.707107
01414.jpg,3.83,2.2,0.033333,208,0.0,0,-0.707107,-0.707107
01415.jpg,3.83,2.2,0.070004,966,0.0,0,-0.965926,-0.258819
01416.jpg,4.15,2.2,0.01,40,4.949365,0,-1.0,0.0
01417.jpg,4.5,2.2,0.025,200,0.0,0,-0.707107,-0.707107
01418.jpg,3.79,2.2,0.01,157,0.0,0,-0.866025,-0.5
01419.jpg,4.15,2.2,0.02,40,5.56905,0,-0.707107,-0.707107
01420.jpg,3.66,2.2,0.003081,50,0.0,0,0.5,-0.866025
01421.jpg,2.96,2.0,0.008333,77,0.0,0,-0.707107,-0.707107
01422.jpg,3.84,2.2,0.009699,50,0.0,0,-0.5,-0.866025
01423.jpg,2.96,2.0,0.016667,65,0.0,0,-0.258819,-0.965926
01424.jpg,3.79,2.0,0.069999,2678,0.0,0,-0.707107,-0.707107
01425.jpg,2.93,2.2,0.000791,100,0.0,0,0.0,-1.0
01426.jpg,27.0,5.6,0.00625,100,0.0,0,-0.707107,-0.707107
01427.jpg,3.99,1.8,0.002288,20,8.139042,0,-0.866025,-0.5
01428.jpg,4.15,2.2,0.058824,64,3.099084,0,-0.866025,0.5
01429.jpg,4.15,2.2,0.030303,32,4.092625,0,-0.965926,0.258819
01430.jpg,3.66,2.2,0.03003,198,0.0,0,-0.258819,-0.965926
01431.jpg,4.15,2.2,0.003268,25,7.655224,0,-0.707107,-0.707107
01432.jpg,4.36,1.8,0.001922,50,0.0,1,-0.866025,-0.5
01433.jpg,4.5,2.2,0.03,250,0.0,0,-0.707107,-0.707107
01434.jpg,3.5,2.0,0.005681,42,0.0,0,0.866025,-0.5
01435.jpg,3.81,2.2,0.04,400,0.11,0,0.0,-1.0
01436.jpg,3.5,2.0,0.1,235,0.0,0,-1.0,0.0
01437.jpg,4.04,2.0,0.04,100,3.0,0,-0.866025,-0.5
01438.jpg,4.8,2.2,0.004032,40,6.22,0,0.965926,0.258819
01439.jpg,3.46,2.2,0.030303,200,0.0,0,-0.866025,-0.5
01440.jpg,4.225,2.0,0.005464,100,0.0,0,-0.866025,-0.5
01441.jpg,4.2,1.7,0.02,160,1.41,0,-0.965926,0.258819
01442.jpg,4.15,2.2,0.030303,32,6.026915,0,0.707107,-0.707107
01443.jpg,4.5,2.2,0.00106,50,0.0,0,-0.707107,-0.707107
01444.jpg,3.5,2.2,0.009999,115,0.0,0,-0.965926,-0.258819
01445.jpg,4.3,1.9,0.001408,50,7.32,0,0.5,-0.866025
01446.jpg,4.15,2.2,0.000531,32,9.976776,0,-0.5,-0.866025
01447.jpg,2.96,2.0,0.033333,89,0.0,0,-0.707107,-0.707107
01448.jpg,3.7,2.2,0.001941,114,0.0,0,0.707107,-0.707107
01449.jpg,3.95,2.2,0.000876,50,0.0,0,-0.5,-0.866025
01450.jpg,3.66,2.2,0.01,87,0.0,0,-0.707107,-0.707107
01451.jpg,3.95,1.6,0.0005,50,0.0,0,-0.5,-0.866025
01452.jpg,4.04,2.0,0.02,100,3.0,0,-0.707107,-0.707107
01453.jpg,4.5,2.2,0.000983,50,0.0,0,-0.707107,-0.707107
01454.jpg,2.93,2.2,0.04,873,0.0,0,-0.866025,-0.5
01455.jpg,4.5,2.2,0.001327,160,0.0,0,-0.866025,-0.5
01456.jpg,3.66,2.2,0.03003,51,0.0,0,-0.707107,-0.707107
01457.jpg,4.2,1.7,0.1,320,-0.1,0,-0.965926,0.258819
01458.jpg,2.93,2.2,0.001001,100,0.0,0,-0.707107,-0.707107
01459.jpg,4.5,2.2,0.004621,50,0.0,0,-0.707107,-0.707107
01460.jpg,3.95,2.2,0.01,50,0.0,0,0.0,-1.0
01461.jpg,3.7,1.9,0.030303,100,0.0,0,0.0,-1.0
01462.jpg,4.15,2.2,0.000247,25,11.88381,0,-0.707107,-0.707107
01463.jpg,3.83,2.2,0.008338,155,0.0,0,-0.866025,-0.5
01464.jpg,4.15,2.2,0.01,25,6.09857,0,-0.866025,-0.5
01465.jpg,3.79,2.0,0.033333,380,0.0,0,-0.707107,-0.707107
01466.jpg,4.2,1.7,0.01,64,3.77,0,-1.0,0.0
01467.jpg,4.5,2.2,0.002633,50,0.0,0,-0.258819,-0.965926
01468.jpg,4.225,2.0,0.01,125,0.0,0,-0.5,-0.866025
01469.jpg,4.2,1.7,0.00237,50,6.03,0,0.707107,-0.707107
01470.jpg,3.83,2.2,0.03,160,0.0,0,-0.707107,-0.707107
01471.jpg,4.5,2.2,0.003346,50,0.0,0,-0.866025,-0.5
01472.jpg,4.15,2.2,0.002809,25,8.540357,0,-0.707107,-0.707107
01473.jpg,2.96,2.0,0.02,79,0.0,0,-0.707107,-0.707107
01474.jpg,3.5,2.0,0.00385,50,0.0,0,0.258819,-0.965926
01475.jpg,4.3,1.9,0.02,125,2.94,0,0.5,-0.866025
01476.jpg,3.5,2.0,0.089999,158,0.0,0,-1.0,0.0
01477.jpg,4.15,2.2,0.001196,25,9.021083,0,-0.866025,-0.5
01478.jpg,3.99,1.8,0.000929,20,6.140411,0,-0.707107,-0.707107
01479.jpg,4.15,2.2,0.01,25,6.01855,0,-0.866025,-0.5
01480.jpg,3.46,2.2,0.083333,3700,0.0,0,-0.965926,0.258819
01481.jpg,3.95,1.8,0.000386,52,8.8,0,0.0,-1.0
01482.jpg,3.5,2.2,0.004637,50,0.0,0,-0.707107,-0.707107
01483.jpg,3.79,2.0,0.029996,213,0.0,0,-0.707107,0.707107
01484.jpg,3.81,2.2,0.058824,800,-1.63,0,-1.0,0.0
01485.jpg,4.15,2.2,0.058824,32,3.202739,0,-0.707107,-0.707107
01486.jpg,3.81,2.2,0.002053,100,6.38,0,-0.866025,-0.5
01487.jpg,4.2,1.7,0.001193,50,7.01,0,-0.707107,-0.707107
01488.jpg,2.93,2.2,0.008065,100,0.0,0,0.258819,-0.965926
01489.jpg,2.93,2.2,0.006623,100,0.0,0,0.707107,-0.707107
01490.jpg,3.83,2.2,0.010002,159,0.0,0,-0.866025,-0.5
01491.jpg,3.5,2.2,0.00472,64,0.0,0,-0.258819,-0.965926
01492.jpg,3.83,2.2,0.033333,185,0.0,0,-0.707107,-0.707107
01493.jpg,4.15,2.2,0.02,25,8.017019,0,-0.5,-0.866025
01494.jpg,3.5,2.2,0.029996,400,0.0,0,-0.707107,-0.707107
01495.jpg,3.95,1.8,0.000521,51,8.17,0,-0.707107,-0.707107
01496.jpg,4.15,2.2,0.001493,32,8.33394,0,-0.707107,-0.707107
01497.jpg,3.95,1.6,0.00025,3200,0.0,0,-0.866025,-0.5
01498.jpg,3.83,2.2,0.004224,100,0.0,0,-0.5,-0.866025
01499.jpg,3.82,1.8,0.01,160,0.0,0,-0.707107,-0.707107
01500.jpg,3.82,1.8,0.000781,100,0.0,0,-0.5,-0.866025
01501.jpg,3.95,1.8,0.000219,86,8.22,0,0.5,-0.866025
01502.jpg,2.93,2.2,0.003003,100,0.0,0,0.258819,-0.965926
01503.jpg,3.5,2.0,0.00258,99,0.0,0,-0.707107,-0.707107
01504.jpg,3.99,1.8,0.002299,20,8.020483,0,-0.707107,-0.707107
01505.jpg,3.79,2.0,0.002635,50,0.0,0,-0.258819,-0.965926
01506.jpg,4.6,2.2,0.02,100,0.0,0,0.5,-0.866025
01507.jpg,4.225,2.0,0.02,160,0.0,0,-0.5,-0.866025
01508.jpg,3.83,2.2,0.029996,144,0.0,0,-0.707107,-0.707107
01509.jpg,4.5,2.2,0.01,200,0.0,0,0.5,-0.866025
01510.jpg,3.82,1.8,0.000521,100,0.0,0,-0.258819,-0.965926
01511.jpg,4.15,2.2,0.058824,100,1.089282,0,-0.866025,-0.5
01512.jpg,3.82,1.8,0.002725,320,1.69,0,-0.866025,-0.5
01513.jpg,3.99,1.8,0.01,100,3.798129,0,-0.258819,-0.965926
01514.jpg,2.96,2.0,0.01,106,0.0,0,-0.707107,-0.707107
01515.jpg,3.5,2.2,0.008024,50,0.0,0,-0.258819,-0.965926
01516.jpg,3.66,2.2,0.01,67,0.0,0,-0.5,-0.866025
01517.jpg,3.46,2.2,0.001757,100,0.0,0,-0.258819,-0.965926
01518.jpg,4.36,1.8,0.009994,50,0.0,0,0.5,-0.866025
01519.jpg,4.04,2.0,0.05,500,3.0,0,-0.965926,0.258819
01520.jpg,3.95,1.6,0.02,125,0.0,0,0.5,-0.866025
01521.jpg,4.2,1.7,0.01,50,4.03,0,-0.5,-0.866025
01522.jpg,4.5,2.2,0.001963,50,0.0,0,-0.707107,-0.707107
01523.jpg,4.15,2.2,0.1,100,1.349415,0,-0.5,-0.866025
01524.jpg,4.15,2.2,0.125,125,-0.14125,0,-0.707107,0.707107
01525.jpg,4.04,2.0,0.002584,100,3.0,0,-0.707107,-0.707107
01526.jpg,3.5,2.0,0.00085,50,0.0,0,0.0,-1.0
01527.jpg,3.5,2.2,0.009999,80,0.0,0,-0.5,-0.866025
01528.jpg,3.84,2.2,0.001111,80,0.0,0,-0.707107,-0.707107
01529.jpg,3.66,2.2,0.03003,773,0.0,0,-0.866025,0.5
01530.jpg,3.95,1.6,0.000312,1000,0.0,0,0.5,-0.866025
01531.jpg,3.83,2.2,0.016667,135,0.0,0,-0.707107,-0.707107
01532.jpg,3.5,2.0,0.1,281,0.0,0,-0.965926,0.258819
01533.jpg,3.46,2.2,0.058824,500,0.0,0,0.707107,-0.707107
01534.jpg,3.66,2.2,0.008258,50,3.0,1,-0.707107,-0.707107
01535.jpg,4.5,2.2,0.002172,50,0.0,0,0.5,-0.866025
01536.jpg,4.15,2.2,0.000208,25,12.087193,0,0.866025,-0.5
01537.jpg,4.8,2.2,0.00101,800,4.24,0,1.0,0.0
01538.jpg,3.83,2.2,0.070004,1504,0.0,0,-1.0,0.0
01539.jpg,4.36,1.8,0.029983,100,0.0,0,-0.866025,-0.5
01540.jpg,4.36,1.8,0.002212,50,0.0,0,-0.866025,-0.5
01541.jpg,3.66,2.2,0.01,80,0.0,0,-0.707107,-0.707107
01542.jpg,3.84,2.2,0.06,3200,0.0,0,-0.707107,0.707107
01543.jpg,3.81,2.2,0.058824,1600,-3.39,0,-1.0,0.0
01544.jpg,4.04,2.0,0.04,200,0.0,0,-0.965926,-0.258819
01545.jpg,4.5,2.2,0.003657,50,0.0,0,-0.707107,-0.707107
01546.jpg,4.15,2.2,0.003086,25,8.23975,0,-0.707107,-0.707107
01547.jpg,3.99,1.8,0.01,20,6.20704,0,-0.866025,-0.5
01548.jpg,4.04,2.0,0.00565,100,0.0,0,-0.866025,-0.5
01549.jpg,3.7,2.2,0.030004,380,0.0,0,-0.707107,-0.707107
01550.jpg,4.15,2.2,0.001196,25,9.447392,0,-0.866025,-0.5
01551.jpg,4.5,2.2,0.06,800,0.0,0,-0.866025,0.5
01552.jpg,4.2,1.7,0.01,160,2.58,0,-0.965926,0.258819
01553.jpg,3.5,2.2,0.005309,50,0.0,0,-0.866025,-0.5
01554.jpg,3.83,2.2,0.070004,740,0.0,0,-0.965926,-0.258819
01555.jpg,4.5,2.2,0.02,64,0.0,0,-0.866025,-0.5
01556.jpg,2.96,2.0,0.008929,64,0.0,0,-0.866025,-0.5
01557.jpg,3.5,2.2,0.000955,50,0.0,0,-0.707107,-0.707107
01558.jpg,3.83,2.2,0.001454,100,0.0,0,0.5,-0.866025
01559.jpg,4.5,2.2,0.04,400,0.0,0,-0.866025,0.5
01560.jpg,4.36,1.8,0.009994,50,0.0,0,-0.5,-0.866025
01561.jpg,4.36,1.8,0.001586,50,0.0,0,-0.5,-0.866025
01562.jpg,3.66,2.2,0.02,52,0.0,0,-0.866025,-0.5
01563.jpg,3.5,2.0,0.004951,42,0.0,0,0.707107,-0.707107
01564.jpg,3.95,2.2,0.006808,50,0.0,0,-0.5,-0.866025
01565.jpg,2.96,2.0,0.030303,136,0.0,0,-0.866025,-0.5
01566.jpg,3.79,2.2,0.030303,572,0.0,0,-1.0,0.0
01567.jpg,4.15,2.2,0.002174,32,8.032284,0,-0.707107,-0.707107
01568.jpg,4.04,2.0,0.005988,100,3.0,0,-0.707107,-0.707107
01569.jpg,4.04,2.0,0.04,100,0.0,0,-0.5,-0.866025
01570.jpg,4.1,1.7,0.071429,2177,0.0,0,-0.5,-0.866025
01571.jpg,3.66,2.2,0.01,52,0.0,0,-0.707107,-0.707107
01572.jpg,4.6,2.2,0.00155,50,0.0,0,-0.707107,-0.707107
01573.jpg,4.2,1.7,0.001166,50,7.2,0,-0.707107,-0.707107
01574.jpg,3.79,2.0,0.005556,50,0.0,0,-0.965926,-0.258819
01575.jpg,3.66,2.2,0.01,73,0.0,0,-0.707107,-0.707107
01576.jpg,4.3,2.4,0.000534,50,9.06,0,-0.258819,-0.965926
01577.jpg,4.36,1.8,0.019989,50,0.0,0,-0.965926,-0.258819
01578.jpg,3.5,2.0,0.01,50,0.0,0,-0.5,-0.866025
01579.jpg,3.5,2.0,0.040005,44,0.0,0,-0.965926,0.258819
01580.jpg,3.66,2.2,0.03003,428,0.0,0,-1.0,0.0
01581.jpg,3.99,1.8,0.010753,32,5.079579,0,-0.707107,-0.707107
01582.jpg,3.79,2.0,0.029996,373,0.0,0,-0.258819,-0.965926
01583.jpg,4.04,2.0,0.01,100,0.0,0,-0.965926,-0.258819
01584.jpg,3.66,2.2,0.01,67,0.0,0,-0.707107,-0.707107
01585.jpg,3.83,1.8,0.06,640,0.0,0,-0.965926,0.258819
01586.jpg,3.5,2.0,0.00049,800,0.0,0,0.707107,-0.707107
01587.jpg,3.46,2.2,0.005556,100,0.0,0,-0.5,-0.866025
01588.jpg,4.5,2.2,0.03,125,0.0,0,-0.965926,-0.258819
01589.jpg,3.99,1.8,0.000804,20,9.393564,0,-0.5,-0.866025
01590.jpg,3.7,2.2,0.066668,1036,0.0,0,-0.866025,-0.5
01591.jpg,3.95,2.2,0.001005,50,0.0,0,-0.707107,-0.707107
01592.jpg,3.79,2.0,0.002991,72,0.0,0,-0.707107,-0.707107
01593.jpg,3.83,2.2,0.033333,256,0.0,0,-0.707107,-0.707107
01594.jpg,4.15,2.2,0.030303,32,6.421115,0,0.707107,-0.707107
01595.jpg,3.79,2.2,0.01,101,0.0,0,-0.866025,-0.5
01596.jpg,3.79,2.2,0.003922,100,0.0,0,0.0,-1.0
01597.jpg,4.15,2.2,0.02,25,4.885739,0,-0.5,-0.866025
01598.jpg,4.5,2.2,0.033936,160,0.0,0,0.5,-0.866025
01599.jpg,3.46,2.2,0.083333,1800,0.0,0,0.0,1.0
01600.jpg,3.7,2.2,0.033335,136,0.0,0,-0.707107,-0.707107
01601.jpg,4.36,1.8,0.039978,200,0.0,0,-0.965926,0.258819
01602.jpg,4.04,2.0,0.006711,100,3.0,0,-0.707107,-0.707107
01603.jpg,3.83,2.2,0.033333,133,0.0,0,-0.707107,-0.707107
01604.jpg,4.6,2.2,0.00045,50,0.0,0,0.707107,-0.707107
01605.jpg,4.3,1.9,0.004274,40,6.05,0,-0.707107,-0.707107
01606.jpg,4.1,1.7,0.006211,33,3.0,0,-0.707107,-0.707107
01607.jpg,4.15,2.2,0.058824,2000,-4.757315,0,0.866025,0.5
01608.jpg,3.79,2.0,0.000459,62,3.0,1,-0.258819,-0.965926
01609.jpg,3.79,2.0,0.02,148,0.0,0,-0.258819,-0.965926
01610.jpg,4.2,1.7,0.02,50,3.0,0,-0.707107,-0.707107
01611.jpg,4.8,2.2,0.030303,80,2.78,0,-0.707107,-0.707107
01612.jpg,4.15,2.2,0.030303,40,3.798534,0,-0.866025,-0.5
01613.jpg,3.66,2.2,0.002821,50,0.0,0,0.258819,-0.965926
01614.jpg,4.12,2.0,0.001294,100,6.18,0,-0.866025,-0.5
01615.jpg,4.15,2.2,0.058824,50,3.006174,0,-0.707107,-0.707107
01616.jpg,4.5,2.0,0.000901,106,0.0,0,-0.258819,-0.965926
01617.jpg,4.6,2.2,0.0027,50,0.0,0,-0.707107,-0.707107
01618.jpg,3.95,2.2,0.001782,50,0.0,0,-0.5,-0.866025
01619.jpg,4.15,2.2,0.030303,125,3.001191,0,-0.866025,-0.5
01620.jpg,4.2,1.7,0.004831,50,5.21,0,-0.707107,-0.707107
01621.jpg,3.99,1.8,0.000835,20,9.846426,0,-0.707107,-0.707107
01622.jpg,4.04,2.0,0.058824,3000,0.0,1,-0.707107,0.707107
01623.jpg,3.46,2.2,0.01,100,0.0,0,0.258819,-0.965926
01624.jpg,4.15,2.2,0.01,25,5.84371,0,-0.707107,-0.707107
01625.jpg,4.5,2.2,0.004701,50,0.0,0,-0.707107,-0.707107
01626.jpg,4.15,2.2,0.000962,25,10.259396,0,-0.5,-0.866025
01627.jpg,4.5,2.2,0.033333,160,0.0,0,-0.965926,-0.258819
01628.jpg,4.04,2.0,0.05,500,3.0,0,-0.866025,-0.5
01629.jpg,3.7,1.9,0.01,50,0.0,0,-0.707107,-0.707107
01630.jpg,3.5,2.2,0.024997,80,0.0,0,-0.5,-0.866025
01631.jpg,4.5,2.2,0.04,500,0.0,0,-0.965926,0.258819
01632.jpg,2.93,2.2,0.000738,101,0.0,0,-0.707107,-0.707107
01633.jpg,3.83,2.2,0.03,100,0.0,0,0.5,-0.866025
01634.jpg,4.26,2.0,0.058824,1000,0.0,0,-1.0,0.0
01635.jpg,3.66,2.2,0.01,60,0.0,0,-0.707107,-0.707107
01636.jpg,2.93,2.2,0.030303,170,0.0,0,-0.866025,-0.5
01637.jpg,4.5,2.2,0.02,80,0.0,0,-0.707107,-0.707107
01638.jpg,4.15,2.2,0.033333,200,2.102405,0,1.0,0.0
01639.jpg,3.5,2.2,0.060003,1600,0.0,0,-0.5,-0.866025
01640.jpg,4.15,2.2,0.009804,32,5.525073,0,-0.707107,-0.707107
01641.jpg,3.99,1.8,0.000929,20,9.598548,0,-0.707107,-0.707107
01642.jpg,4.04,2.0,0.05,600,3.0,0,-0.965926,0.258819
01643.jpg,3.66,2.2,0.004926,50,0.0,0,-0.866025,-0.5
01644.jpg,3.5,2.0,0.1,301,0.0,0,-0.965926,0.258819
01645.jpg,3.5,2.4,0.050005,257,0.0,0,-0.965926,-0.258819
01646.jpg,3.46,2.2,0.030303,100,0.0,0,-0.5,-0.866025
01647.jpg,4.6,2.2,0.0006,50,0.0,0,0.5,-0.866025
01648.jpg,3.95,2.2,0.001055,50,0.0,0,-0.707107,-0.707107
01649.jpg,4.2,1.7,0.030303,800,-1.46,0,-1.0,0.0
01650.jpg,3.66,2.2,0.001857,50,3.0,0,0.258819,-0.965926
01651.jpg,4.15,2.2,0.030303,50,4.068143,0,-0.965926,0.258819
01652.jpg,3.5,2.2,0.019998,246,0.0,0,-0.707107,-0.707107
01653.jpg,3.79,2.0,0.029996,144,0.0,0,-0.5,-0.866025
